USA,Database,Name,Accession,Type,Length,X.GC,Organism,id
fasta::trinity_out.Trinity.fasta:TRINITY_DN279697_c0_g1_i1,-,TRINITY_DN279697_c0_g1_i1,-,N,207,22.22,NA,TRINITY_DN279697_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN279933_c0_g1_i1,-,TRINITY_DN279933_c0_g1_i1,-,N,223,22.42,NA,TRINITY_DN279933_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN280566_c0_g1_i1,-,TRINITY_DN280566_c0_g1_i1,-,N,231,23.81,NA,TRINITY_DN280566_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN281186_c0_g1_i1,-,TRINITY_DN281186_c0_g1_i1,-,N,232,22.41,NA,TRINITY_DN281186_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN281619_c0_g1_i1,-,TRINITY_DN281619_c0_g1_i1,-,N,276,21.38,NA,TRINITY_DN281619_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN281858_c0_g1_i1,-,TRINITY_DN281858_c0_g1_i1,-,N,296,21.96,NA,TRINITY_DN281858_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN282275_c0_g1_i1,-,TRINITY_DN282275_c0_g1_i1,-,N,215,22.79,NA,TRINITY_DN282275_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN283356_c0_g1_i1,-,TRINITY_DN283356_c0_g1_i1,-,N,262,19.85,NA,TRINITY_DN283356_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN283545_c0_g1_i1,-,TRINITY_DN283545_c0_g1_i1,-,N,236,23.73,NA,TRINITY_DN283545_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN283944_c0_g1_i1,-,TRINITY_DN283944_c0_g1_i1,-,N,218,22.48,NA,TRINITY_DN283944_c0_g1_i1
